budget,gross,user_vote,critic_review_ratio,movie_fb,director_fb,actor1_fb,other_actors_fb,duration,face_number,year,country,content,binned_score
190000000,93417865,128306,0.891348089,37000,663,2000,1242,130,2,2015,USA,PG,"(6, 8]"
165000000,222487711,279093,0.886836028,41000,38,756,1281,102,2.388288288,2014,USA,PG,"(6, 8]"
165000000,189412677,272534,1.092753623,40000,66,975,1764,101,1,2012,USA,PG,"(6, 8]"
165000000,102315545,58137,0.55,67000,776,890,1347,120,2.388288288,2016,USA,PG-13,"(4, 6]"
165000000,217387997,485430,0.585365854,33000,255,18000,1712,98,2.388288288,2010,USA,PG,"(8, 10]"
200000000,150350192,305340,0.167064439,16719.61766,84,648,475,109,2.388288288,2003,USA,R,"(6, 8]"
160000000,292568851,1468200,0.229040314,175000,22000,29000,50000,148,2.388288288,2010,USA,PG-13,"(8, 10]"
38000000,144512310,272223,0.189271255,14000,357,23000,18000,106,2,2001,USA,PG-13,"(6, 8]"
150000000,127490802,459346,0.440389294,23000,21000,11000,1919,166,2,2008,USA,PG-13,"(6, 8]"
150000000,63143812,124185,0.987394958,11000,226,12000,788,109,2.388288288,2010,USA,PG,"(6, 8]"
160000000,60655503,82380,0.367249603,16719.61766,249,87000,2702,98,2.388288288,2006,USA,PG-13,"(4, 6]"
170000000,76846624,21352,1.664122137,30000,33,40000,36000,113,1,2016,USA,PG,"(6, 8]"
160000000,320706665,211971,0.696319018,16719.61766,50,3000,1487,93,2,2007,USA,PG,"(6, 8]"
160000000,46978995,111609,0.352112676,89000,949.3756281,3000,1364,123,2.388288288,2016,USA,PG-13,"(6, 8]"
155000000,89732035,188457,0.546712803,82000,230,24000,12000,126,2,2015,USA,PG-13,"(6, 8]"
155000000,104383624,106446,1.004405286,11000,150,531,141,113,4,2010,USA,PG,"(6, 8]"
150000000,318759914,513158,0.222222222,8000,949.3756281,662,1180,144,2.388288288,2007,USA,PG-13,"(6, 8]"
150000000,292000866,355137,0.296931408,16719.61766,282,21000,11687,138,3,2007,UK,PG-13,"(6, 8]"
150000000,289994397,385670,0.155590717,16719.61766,179,21000,21000,157,1,2005,UK,PG-13,"(6, 8]"
150000000,227946274,343648,0.538983051,16719.61766,532,10000,9979,102,2.388288288,2008,USA,PG-13,"(6, 8]"
150000000,256386216,530870,0.228591649,11000,508,10000,1558,104,2.388288288,2007,USA,PG-13,"(6, 8]"
150000000,206435493,473887,0.50798722,10000,663,1000,1954,111,2.388288288,2007,USA,G,"(6, 8]"
150000000,179982968,146019,1.403361345,16719.61766,35,1000,1287,89,2.388288288,2008,USA,PG,"(6, 8]"
150000000,177243721,130272,0.885167464,2000,189,49000,4000,105,2,2009,USA,PG,"(4, 6]"
150000000,179883016,361924,0.546021841,16719.61766,151,20000,18000,119,2.388288288,2009,USA,PG-13,"(6, 8]"
150000000,281492479,421818,0.098601649,16719.61766,949.3756281,234,228,138,2.388288288,2003,USA,R,"(6, 8]"
150000000,153629485,552503,0.465365239,191000,750,27000,9943,120,2.388288288,2015,Other,R,"(8, 10]"
150000000,133375846,207839,0.685057471,16719.61766,2000,15000,1039,146,2,2009,USA,PG-13,"(6, 8]"
150000000,181015141,536314,0.699186992,63000,949.3756281,26000,32000,115,1,2011,USA,PG-13,"(6, 8]"
150000000,114053579,146766,1.264044944,16719.61766,59,17000,1458,96,2.388288288,2008,USA,PG,"(6, 8]"
150000000,119420252,33042,1.611111111,16719.61766,12,730,789,88,2.388288288,2009,USA,PG,"(4, 6]"
100000000,79711678,199039,1.098121086,82000,13000,40000,33000,113,7,2012,USA,PG-13,"(6, 8]"
150000000,61937495,89442,0.826388889,16719.61766,394,12000,652,119,2.388288288,2010,USA,R,"(4, 6]"
150000000,126597121,105902,0.941747573,16719.61766,58,2000,1678,91,2.388288288,2007,USA,PG,"(6, 8]"
150000000,165230261,182718,1.358851675,20000,90,11000,10015,90,2.388288288,2011,USA,PG,"(6, 8]"
150000000,131564731,118951,0.20260492,18000,949.3756281,1000,1102,103,2.388288288,2010,USA,PG,"(4, 6]"
150000000,73103784,164238,0.781105991,33000,776,17000,807,131,2,2013,USA,PG-13,"(6, 8]"
150000000,21379315,17590,1.178571429,16719.61766,25,921,995,88,2.388288288,2011,USA,PG,"(4, 6]"
149000000,64459316,85086,1.106557377,16719.61766,42,20000,14586,85,2.388288288,2006,UK,PG,"(6, 8]"
150000000,34964818,39956,1.376344086,24000,456,20000,942,111,4,2015,USA,PG,"(4, 6]"
145000000,111505642,47900,1.507692308,11000,50,3000,1517,92,2,2014,USA,PG,"(6, 8]"
175000000,133228348,381672,0.12987013,16719.61766,249,11000,5844,196,2,2004,USA,R,"(6, 8]"
142000000,160201106,169914,0.22278481,16719.61766,93,769,1512,133,2.388288288,2002,UK,PG-13,"(6, 8]"
144000000,118099659,69757,0.383154418,62000,176,783,692,116,4,2016,USA,PG-13,"(4, 6]"
140000000,201573391,322395,0.142613151,11000,949.3756281,13000,12537,153,2.388288288,1998,USA,PG-13,"(6, 8]"
150000000,82161969,142440,0.568316832,3000,949.3756281,18000,12964,115,1,2007,USA,PG-13,"(6, 8]"
145000000,143523463,64322,1.448275862,24000,5,24000,11967,95,2.388288288,2016,USA,PG,"(6, 8]"
145000000,103400692,123553,1.471264368,25000,52,20000,476,97,2.388288288,2012,USA,PG,"(6, 8]"
100000000,110332737,110788,0.523255814,2000,23,957,783,90,1,2005,USA,PG-13,"(6, 8]"
140000000,111110575,317166,0.204741379,16719.61766,380,10000,1401,154,1,2003,USA,R,"(6, 8]"
140000000,65007045,128682,0.477929985,51000,949.3756281,23000,1641,150,2.388288288,2014,UK,PG-13,"(6, 8]"
150000000,257704099,504419,0.332264272,19000,14000,26000,12981,127,2.388288288,2009,USA,PG-13,"(6, 8]"
139000000,403706375,544665,0.144632207,5000,949.3756281,24000,15000,121,2.388288288,2002,USA,PG-13,"(6, 8]"
145000000,176997107,221128,0.851311953,46000,255,18000,3953,102,5,2014,USA,PG,"(6, 8]"
135000000,31704416,45455,0.37371134,16719.61766,357,820,1433,121,2.388288288,2005,USA,PG-13,"(4, 6]"
140000000,129734803,127497,0.491289199,16719.61766,503,5000,899,127,2,1998,USA,R,"(6, 8]"
130000000,122512052,146352,1.21875,42000,209,17000,12934,122,6,2013,USA,PG-13,"(4, 6]"
130000000,68642452,77673,0.352051836,16719.61766,42,11000,1821,124,3,2005,UK,PG-13,"(4, 6]"
137000000,32131830,72259,0.210659898,16719.61766,6,12000,2422,106,1,2001,USA,PG-13,"(6, 8]"
140000000,176636816,508818,0.751104566,46000,394,11000,5000,124,2.388288288,2011,USA,PG-13,"(6, 8]"
135000000,126930660,157519,0.288433382,2000,150,766,780,128,2,1999,UK,PG-13,"(6, 8]"
150000000,93926386,168207,0.356725146,16719.61766,608,613,340,138,1,2003,USA,PG-13,"(6, 8]"
120000000,292298923,185394,0.978723404,65000,386,21000,29000,115,3,2012,USA,PG-13,"(4, 6]"
135000000,63992328,32399,1.974683544,16719.61766,750,49000,11988,100,2.388288288,2011,Other,PG,"(4, 6]"
150000000,134518390,326286,0.550544323,16719.61766,255,3000,1882,135,2.388288288,2008,USA,PG-13,"(6, 8]"
140000000,52792307,12572,2.377358491,27000,14000,535,758,117,2.388288288,2016,UK,PG,"(6, 8]"
135000000,83024900,62424,1.844444444,13000,13,16000,1344,96,2.388288288,2013,USA,PG,"(6, 8]"
135000000,123207194,183208,1.074183976,26000,563,40000,1939,107,2.388288288,2011,USA,PG,"(6, 8]"
132000000,83348920,60230,1.296610169,11000,35,19000,590,92,2.388288288,2014,USA,PG,"(6, 8]"
130000000,215395021,307029,0.738888889,6000,54,11000,1529,92,2.388288288,2008,USA,PG,"(6, 8]"
130000000,424645577,498397,0.711048159,82000,508,34000,14523,146,1,2013,USA,PG-13,"(6, 8]"
132000000,234277056,334345,0.146296972,16719.61766,14000,10000,1807,116,2.388288288,2005,USA,PG-13,"(6, 8]"
130000000,138396624,178126,0.183953033,16719.61766,949.3756281,10000,1775,147,1,2003,USA,R,"(6, 8]"
130000000,149234747,114287,1.795620438,16000,50,4000,839,90,2.388288288,2011,USA,PG,"(6, 8]"
135000000,77564037,177383,0.984340045,44000,14000,2000,1716,107,1,2011,USA,PG,"(6, 8]"
130000000,60522097,158720,0.469086022,37000,949.3756281,10000,1837,100,2.388288288,2013,USA,PG-13,"(4, 6]"
127500000,137748063,38438,0.601659751,16719.61766,949.3756281,1000,946,82,1,2000,USA,PG,"(6, 8]"
127000000,113733726,67223,1.222222222,11000,189,49000,4000,98,7,2014,USA,PG,"(6, 8]"
130000000,148337537,172754,1.245989305,13000,96,24000,19000,95,3,2010,USA,PG,"(6, 8]"
125000000,317557891,444683,0.164226607,16000,949.3756281,11000,1332,159,4,2001,UK,PG,"(6, 8]"
130000000,33592415,91640,0.99047619,20000,124,16000,13000,96,2,2013,USA,PG-13,"(4, 6]"
140000000,305388685,809474,0.128253668,10000,563,40000,6000,143,3,2003,USA,PG-13,"(8, 10]"
125000000,337103873,305008,0.681895093,52000,508,34000,36000,123,1,2014,USA,PG-13,"(6, 8]"
125000000,217536138,314253,0.149542218,16719.61766,2000,15000,936,174,2,2006,USA,PG-13,"(6, 8]"
103000000,131536019,58498,1.606060606,16719.61766,107,688,293,101,2.388288288,2014,USA,G,"(6, 8]"
110000000,214948780,405973,0.273933649,16719.61766,949.3756281,20000,851,134,4,2003,Other,PG-13,"(6, 8]"
125000000,209805005,284792,0.93442623,54000,681,23000,26000,132,3,2011,USA,PG-13,"(6, 8]"
125000000,186830669,338635,0.927184466,39000,949.3756281,21000,1133,129,2,2011,USA,PG-13,"(6, 8]"
125000000,163192114,229679,0.540031397,15000,255,14000,1850,106,2.388288288,2010,USA,PG-13,"(4, 6]"
65000000,119412921,240241,0.501278772,16719.61766,719,605,525,113,2.388288288,1990,USA,R,"(6, 8]"
85000000,32694788,101411,0.155677656,16719.61766,323,845,613,102,1,1999,USA,R,"(6, 8]"
125000000,113165635,229823,0.865079365,31000,209,10000,1428,135,2.388288288,2012,USA,PG-13,"(6, 8]"
123000000,260031035,141414,0.363070539,16719.61766,2000,1000,1358,110,2.388288288,2000,USA,PG,"(4, 6]"
125000000,186739919,333248,0.206212252,19000,776,15000,2812,124,2.388288288,2004,USA,PG-13,"(6, 8]"
125000000,215397307,242188,0.166199158,16719.61766,610,10000,1447,123,2.388288288,2000,USA,PG-13,"(6, 8]"
140000000,182618434,133076,0.296534018,16719.61766,249,784,1099,130,2.388288288,2000,USA,PG-13,"(6, 8]"
130000000,131920333,213275,0.600917431,16719.61766,167,11000,2702,92,3,2007,USA,PG,"(4, 6]"
120000000,124976634,440084,0.731125828,122000,949.3756281,774,699,127,2.388288288,2012,USA,PG,"(6, 8]"
120000000,108521835,40123,0.898989899,31000,521,13000,630,123,2.388288288,2016,UK,PG-13,"(6, 8]"
120000000,100685880,100821,0.184115523,16719.61766,368,2000,2000,107,2.388288288,2003,USA,PG-13,"(4, 6]"
120000000,64736114,36471,1.028985507,459,50,886,1336,77,2.388288288,2002,USA,PG,"(4, 6]"
115000000,93050117,338087,0.584766585,61000,662,13000,3000,109,2.388288288,2013,USA,R,"(6, 8]"
105000000,57637485,183909,0.310810811,16719.61766,123,14000,1417,134,2.388288288,2004,USA,PG-13,"(6, 8]"
100000000,58607007,182899,0.780952381,60000,294,10000,3000,117,2.388288288,2014,USA,PG-13,"(6, 8]"
120000000,30212620,35066,0.857142857,16719.61766,274,273,373,121,4,2010,USA,PG-13,"(4, 6]"
117000000,76418654,148280,0.813218391,11000,446,10000,1850,117,2.388288288,2010,USA,PG-13,"(6, 8]"
113000000,380262555,520104,0.109251369,10000,949.3756281,20000,20000,140,4,2005,USA,PG-13,"(6, 8]"
115000000,310675583,464310,0.080773606,16719.61766,949.3756281,20000,20000,142,3,2002,USA,PG,"(6, 8]"
115000000,289907418,585659,0.42158516,16719.61766,949.3756281,12000,1773,92,2.388288288,2001,USA,G,"(8, 10]"
115000000,474544677,534658,0.088963025,13000,949.3756281,20000,15000,136,1,1999,USA,PG,"(6, 8]"
135000000,187165546,150618,1.317948718,28000,16,16000,27000,98,3,2013,USA,PG,"(6, 8]"
115000000,40911830,55994,0.334801762,16719.61766,610,12000,1453,153,2.388288288,2002,USA,R,"(4, 6]"
125000000,190871240,167085,0.708757637,62000,473,833,1238,101,2.388288288,2014,USA,PG-13,"(4, 6]"
116000000,67155742,62271,0.335740072,16719.61766,79,650,561,108,1,1997,USA,PG-13,"(4, 6]"
135000000,81638674,17533,1.573913043,12000,13,5000,1632,112,2.388288288,2016,USA,PG-13,"(6, 8]"
120000000,56114221,110486,0.530935252,41000,128,596,438,100,3,2015,USA,PG-13,"(4, 6]"
110000000,250863268,234480,0.403153153,3000,189,49000,4000,108,2,2006,USA,PG,"(6, 8]"
110000000,113330342,207613,0.167832168,4000,776,13000,3000,142,1,2000,USA,R,"(6, 8]"
110000000,129995817,154621,1.019379845,27000,124,14000,6000,119,2.388288288,2015,USA,PG-13,"(6, 8]"
112000000,42776259,53160,1.520661157,16719.61766,11,480,508,85,1,2010,USA,PG,"(4, 6]"
120000000,98780042,136019,1.009029345,14000,1000,11000,1741,119,2.388288288,2011,USA,PG-13,"(4, 6]"
110000000,106369117,225273,0.699808795,71000,263,6000,2000,102,2.388288288,2014,USA,R,"(6, 8]"
110000000,142614158,66593,1.124183007,31000,67,383,224,103,3,2011,USA,PG,"(4, 6]"
110000000,50026353,13581,1.181818182,304,6,12000,934,76,2.388288288,2004,USA,PG,"(4, 6]"
110000000,66002193,44296,1.256944444,12000,124,6000,5943,120,3,2016,USA,PG-13,"(4, 6]"
110000000,85463309,254841,0.767605634,36000,189,20000,1473,127,1,2011,USA,PG-13,"(6, 8]"
105000000,71017784,27257,2.118644068,16719.61766,67,681,111,105,3,2013,USA,PG,"(4, 6]"
160000000,48068396,60573,0.318548387,894,101,673,570,121,2.388288288,1997,USA,PG-13,"(0, 4]"
110000000,61656849,184561,0.588447653,123000,151,11000,1065,114,4,2013,USA,PG-13,"(6, 8]"
93000000,313837577,1238746,0.058695652,21000,949.3756281,16000,5857,171,2,2001,Other,PG-13,"(8, 10]"
107000000,58183966,79186,0.450777202,16719.61766,949.3756281,10000,1631,165,1,2001,USA,R,"(6, 8]"
109000000,100446895,36033,0.239035088,946,34,760,1177,82,1,2003,USA,PG,"(0, 4]"
120000000,144795350,387632,0.285171103,16719.61766,295,10000,1447,115,1,2004,USA,PG-13,"(6, 8]"
130000000,47396698,217373,0.253715499,16719.61766,949.3756281,14000,5195,194,1,2005,USA,R,"(6, 8]"
105000000,104374107,89351,1.065420561,5000,63,852,1103,97,2.388288288,2009,USA,G,"(6, 8]"
90000000,6712451,4102,0.696629213,53,23,752,1222,104,2.388288288,2001,Other,R,"(4, 6]"
103000000,187670866,982637,0.111908784,21000,949.3756281,3000,1628,171,2.388288288,2000,USA,R,"(8, 10]"
100000000,261970615,387616,0.27039627,16719.61766,949.3756281,11000,19000,174,1,2002,UK,PG,"(6, 8]"
150000000,167007184,470483,0.173837462,16719.61766,258,6000,1834,144,1,2006,UK,PG-13,"(6, 8]"
100000000,180011740,177725,0.168128655,16719.61766,13000,1000,1225,119,2.388288288,2001,USA,PG-13,"(4, 6]"
100000000,97030725,230931,0.61025641,16719.61766,949.3756281,40000,24000,140,1,2009,USA,R,"(6, 8]"
100000000,130127620,324671,0.655021834,16719.61766,949.3756281,18000,1343,176,2.388288288,2007,USA,R,"(6, 8]"
115000000,146282411,190439,0.267806268,16719.61766,949.3756281,2000,1618,141,2.388288288,1994,USA,R,"(6, 8]"
100000000,148383780,85531,1.184210526,16719.61766,80,22000,1421,98,10,2010,USA,PG-13,"(4, 6]"
100000000,119219978,189806,0.838607595,16000,285,12000,8107,116,2,2010,USA,PG-13,"(6, 8]"
100000000,101228120,84424,0.618320611,16719.61766,55,1000,1156,115,1,1996,USA,R,"(6, 8]"
100000000,100117603,102933,0.347826087,16719.61766,21,2000,1242,91,2.388288288,1996,USA,G,"(6, 8]"
100000000,89296573,128285,0.474747475,16719.61766,10,558,705,78,1,2000,USA,G,"(6, 8]"
92000000,85017401,246803,0.808016878,108000,165,26000,26000,103,3,2012,USA,R,"(6, 8]"
100000000,173005002,255447,0.278901734,16719.61766,226,12000,966,131,2.388288288,2004,USA,PG,"(6, 8]"
100000000,75030163,108076,0.100591716,16719.61766,14,3000,965,104,2.388288288,2006,USA,PG,"(4, 6]"
100000000,77222184,87677,0.858247423,11000,949.3756281,925,747,101,2.388288288,2009,Other,PG,"(6, 8]"
100000000,107515297,85833,1.796460177,17000,77,14000,271,102,2,2013,USA,PG,"(6, 8]"
100000000,116866727,780588,0.532513181,138000,17000,29000,15000,240,3,2013,USA,R,"(8, 10]"
100000000,184031112,190786,0.26716141,16719.61766,541,920,1390,121,4,1995,USA,PG-13,"(4, 6]"
80000000,55673333,65785,1.175,16000,949.3756281,2000,1230,101,1,2010,USA,PG,"(6, 8]"
140000000,38120554,71527,0.585253456,16719.61766,63,23000,1490,95,2.388288288,2002,USA,PG,"(6, 8]"
100000000,49392095,52029,0.745535714,16719.61766,52,8000,1261,102,1,2009,USA,PG-13,"(4, 6]"
105000000,28772222,33953,1,37000,19,1000,1745,114,1,2015,USA,PG-13,"(4, 6]"
84000000,17010646,40751,0.326359833,881,6,490,521,94,2.388288288,2005,USA,PG,"(0, 4]"
100000000,35024475,110364,1.019157088,16719.61766,521,13000,632,115,1,2010,Other,R,"(6, 8]"
10000000,10200000,18697,0.368821293,578,342,623,901,110,2.388288288,1997,USA,PG,"(6, 8]"
98000000,202007640,248045,0.226966292,16719.61766,208,12000,3591,130,5,2001,USA,PG-13,"(6, 8]"
100000000,58867694,54077,1.375,16719.61766,9,12000,11970,85,2.388288288,2007,USA,PG,"(6, 8]"
92000000,108638745,292022,0.181323663,10000,949.3756281,2000,1377,152,2.388288288,2001,USA,R,"(6, 8]"
100000000,95328937,59581,0.754266212,16719.61766,127,962,1462,146,4,2010,USA,R,"(4, 6]"
95000000,50802661,58300,0.589928058,16719.61766,10,2000,1361,89,1,2000,USA,PG,"(6, 8]"
95000000,161317423,145321,1.676258993,14000,20,22000,1916,88,2.388288288,2012,USA,PG,"(6, 8]"
65000000,43982842,125109,0.519392917,16000,949.3756281,873,870,135,1,2009,USA,PG-13,"(6, 8]"
94000000,380838870,692482,0.347575058,11000,475,1000,1738,100,2.388288288,2003,USA,G,"(8, 10]"
94000000,377019252,1215718,0.102853559,16000,949.3756281,5000,1273,192,2,2003,USA,PG-13,"(8, 10]"
94000000,340478898,1100446,0.121638395,10000,949.3756281,16000,5857,172,1,2002,USA,PG-13,"(8, 10]"
95000000,17176900,54501,1.136363636,16000,44,12000,3766,102,4,2014,USA,PG-13,"(4, 6]"
115000000,131144183,157016,0.241504854,16719.61766,165,11000,749,100,1,2001,USA,PG-13,"(4, 6]"
100000000,23014504,172707,0.768398268,37000,949.3756281,40000,11968,119,1,2014,UK,PG-13,"(6, 8]"
93000000,181166115,219501,0.160194175,16719.61766,394,693,1122,92,2.388288288,2001,USA,PG-13,"(4, 6]"
93000000,176740650,403836,0.818885449,47000,81,11000,1779,105,2.388288288,2011,USA,PG-13,"(6, 8]"
90000000,71148699,68935,1.584,16719.61766,70,770,749,107,2.388288288,2008,USA,PG,"(6, 8]"
92000000,67344392,165618,0.819085487,66000,212,13000,1263,101,2,2013,USA,R,"(4, 6]"
107000000,22406362,16832,0.397003745,701,102,2000,1850,137,2.388288288,2004,USA,PG-13,"(4, 6]"
92000000,261437578,479166,0.347239264,16719.61766,663,1000,778,115,2.388288288,2004,USA,PG,"(6, 8]"
98000000,11000000,21102,0.360946746,1000,212,1000,1713,124,3,1995,USA,PG-13,"(4, 6]"
95000000,88761720,141179,0.517899761,9000,949.3756281,8000,4000,118,2.388288288,2010,UK,PG,"(4, 6]"
100000000,81557479,149947,0.969325153,18000,12000,18000,4000,98,1,2010,USA,PG-13,"(6, 8]"
100000000,155370362,98403,0.270863836,16719.61766,949.3756281,11000,1195,130,2.388288288,2000,USA,PG-13,"(6, 8]"
100000000,124870275,152601,1.224358974,16719.61766,97,622,582,90,1,2009,USA,PG,"(6, 8]"
90000000,196573705,166791,1.424242424,16719.61766,107,835,373,94,2.388288288,2009,USA,PG,"(6, 8]"
90000000,58229120,236421,0.702912621,70000,949.3756281,3000,1229,114,1,2013,USA,PG,"(6, 8]"
92000000,125305545,145350,0.281493002,16719.61766,368,13000,1466,94,2.388288288,2000,USA,PG-13,"(4, 6]"
90000000,132373442,873649,0.171372931,29000,17000,29000,14000,151,2.388288288,2006,USA,R,"(8, 10]"
92000000,110416702,307539,0.533795494,16719.61766,949.3756281,21000,1918,121,3,2008,USA,R,"(6, 8]"
90000000,102515793,330152,0.818037975,54000,21000,18000,1585,158,1,2011,USA,R,"(6, 8]"
90000000,85884815,9418,1.320754717,16719.61766,12,35000,2000,92,2.388288288,2015,USA,PG,"(4, 6]"
75000000,83077470,183247,0.611363636,16719.61766,949.3756281,10000,1919,121,2.388288288,2008,USA,PG-13,"(6, 8]"
